,create_time,text,retweets,favorites,word_tokens,text_clean,polarity,subjectivity,sentiment_2,keywords
103,2020-10-19 01:05:40,RT @realDonaldTrump: THANK YOU NEVADA! https://t.co/WCfXKZ1Vpu,21946,0,6,rt realdonaldtrump thank nevada,0.0,0.0,neutral,other
104,2020-10-19 01:05:23,.@NancyMace will never stop fighting for the people of #SC01! Nancy is a proven leader and will vote to protect you… https://t.co/VP1CGm2hgS,776,4289,20,nancymace never stop fighting people sc01 nancy proven leader vote protect,0.0,0.0,neutral,other
105,2020-10-19 01:01:24,.@leezeldin is a strong Conservative representing the hardworking blue-collar men and women of #NY01 well. We need… https://t.co/yJN2gvBF0u,1042,4841,15,leezeldin strong conservative representing hardworking men women ny01 well need,0.4333333333333333,0.7333333333333333,positive,other
106,2020-10-19 01:01:12,"RT @TeamTrump: President @realDonaldTrump: When you vote for me, prosperity will surge, taxes will be cut and next year we will have the gr…",1793,0,23,rt teamtrump president realdonaldtrump vote prosperity surge taxes cut next year gr,0.0,0.0,neutral,other
107,2020-10-19 00:55:14,"#TX21, get out and vote for @chiproytx! He supports our military, stands for our veterans and will fight for the Co… https://t.co/WeOoBwqZN1",2582,12086,20,tx21 get vote chiproytx supports military stands veterans fight co,-0.1,0.1,negative,other
108,2020-10-19 00:29:31,"RT @TeamTrump: LIVE: President Donald Trump in Carson City, NV #Nevada

Text VOTE to 88022 https://t.co/utGfTFMtXM",2359,0,15,rt teamtrump live president donald trump carson city nv nevada text vote 88022,0.13636363636363635,0.5,positive,other
109,2020-10-18 22:43:15,"RT @TeamTrump: TONIGHT: Watch President @realDonaldTrump's Remarks from Carson City, Nevada at 7:00 pm ET!

RSVP: https://t.co/7sV1PsiSGY…",682,0,16,rt teamtrump tonight watch president realdonaldtrump remarks carson city nevada pm et rsvp,0.0,0.0,neutral,other
110,2020-10-18 21:35:44,We’re coming BACK to Pennsylvania tomorrow! Grab your friends and join us at 4PM! https://t.co/UWNiWnzPq9,1834,9592,15,coming back pennsylvania tomorrow grab friends join us 4pm,0.0,0.0,neutral,other
111,2020-10-18 20:56:34,Join me tomorrow in Maine! Let’s Make America Great Again with four more years of President @realDonaldTrump! https://t.co/rg62ySLahn,1986,10975,19,join tomorrow maine lets make america great four years president realdonaldtrump,0.7125,0.625,positive,other
112,2020-10-18 17:35:47,RT @WhiteHouse: .@SecondLady visited @VAPhiladelphia to highlight President @realDonaldTrump's recent executive order on addressing mental…,917,0,14,rt whitehouse secondlady visited vaphiladelphia highlight president realdonaldtrump recent executive order addressing mental,0.0,0.25,neutral,other
113,2020-10-18 00:19:01,"RT @TeamTrump: LIVE: President Donald Trump in Janesville, WI #Wisconsin

Text VOTE to 88022 https://t.co/jxlaJeNDEH",3080,0,14,rt teamtrump live president donald trump janesville wi wisconsin text vote 88022,0.13636363636363635,0.5,positive,other
114,2020-10-17 23:03:14,"RT @realDonaldTrump: THANK YOU MICHIGAN! 
https://t.co/gsFSgh2KPc https://t.co/P2shx6YQBq",15593,0,7,rt realdonaldtrump thank michigan,0.0,0.0,neutral,other
115,2020-10-17 21:18:42,"RT @TeamTrump: LIVE: President Donald Trump in Muskegon, MI #Michigan

Text VOTE to 88022 https://t.co/OVyAXTkyry",2024,0,14,rt teamtrump live president donald trump muskegon mi michigan text vote 88022,0.13636363636363635,0.5,positive,other
116,2020-10-17 21:03:08,"RT @realDonaldTrump: Getting ready to land in Muskegon, Michigan. Another giant crowd. See you soon! #MAGA",21791,0,16,rt realdonaldtrump getting ready land muskegon michigan another giant crowd see soon maga,0.1,0.75,positive,other
117,2020-10-17 21:03:01,"RT @WhiteHouse: President @realDonaldTrump is traveling to Michigan, Wisconsin, and Nevada today! https://t.co/CiEiRtGGX4",1874,0,13,rt whitehouse president realdonaldtrump traveling michigan wisconsin nevada today,0.0,0.0,neutral,other
118,2020-10-17 20:51:30,https://t.co/8yDLmKFfZy,1157,7038,1,,0.0,0.0,neutral,other
119,2020-10-17 20:20:06,"RT @KarenPence: It was a GREAT day in MATTHEWS, NORTH CAROLINA! THANK YOU!! #MAGA2020 #FOURMOREYEARS 🇺🇸 https://t.co/0u0y060Adn",1004,0,15,rt karenpence great day matthews north carolina thank maga2020 fourmoreyears,1.0,0.75,positive,other
120,2020-10-17 20:20:04,RT @realDonaldTrump: GIANT RED WAVE COMING!,75987,0,6,rt realdonaldtrump giant red wave coming,0.0,0.5,neutral,other
121,2020-10-17 18:36:12,"RT @TeamTrump: Vice President @Mike_Pence: Generations of tough, strong Pennsylvania workers mined the coal, worked the railroads, and forg…",952,0,17,rt teamtrump vice president generations tough strong pennsylvania workers mined coal worked railroads forg,0.0222222222222222,0.7833333333333333,positive,other
